Word,Seq_num,Word Count,Word Proportion,Average Proportion,Std Dev,Doc Count,Negative,Positive,Uncertainty,Litigious,Strong_Modal,Weak_Modal,Constraining,Complexity,Syllables,Source
DOORKEEPERS,22458,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
DOORKNOB,22459,41,1.55406271315934e-09,6.383546559979829e-10,1.9508283946349262e-07,22,0,0,0,0,0,0,0,0,2,12of12inf
DOORKNOBS,22460,103,3.904108767205171e-09,5.818940012615801e-09,1.1528792347920218e-06,76,0,0,0,0,0,0,0,0,2,12of12inf
DOORMAN,22461,242,9.17276040450147e-09,1.0271205997729488e-08,2.411339262574073e-06,99,0,0,0,0,0,0,0,0,2,12of12inf
DOORMAT,22462,25,9.47599215341061e-10,3.502402694719265e-10,1.0316945834654747e-07,25,0,0,0,0,0,0,0,0,2,12of12inf
DOORMATS,22463,62,2.3500460540458315e-09,3.181259695556275e-09,1.119237723574097e-06,38,0,0,0,0,0,0,0,0,2,12of12inf
DOORMEN,22464,30,1.1371190584092732e-09,1.1979396993547658e-09,4.67137793963607e-07,20,0,0,0,0,0,0,0,0,2,12of12inf
DOORPLATE,22465,4,1.5161587445456976e-10,6.543477875094339e-11,5.1929082409002175e-08,2,0,0,0,0,0,0,0,0,2,12of12inf
DOORPLATES,22466,9,3.4113571752278197e-10,8.560268104245671e-11,3.72855658847931e-08,8,0,0,0,0,0,0,0,0,2,12of12inf
DOORS,22467,109689,4.1576484132618255e-06,2.717721229930269e-06,4.037748574973792e-05,25760,0,0,0,0,0,0,0,0,1,12of12inf
DOORSTEP,22468,284,1.0764727086274453e-08,9.943950429597947e-09,1.0374881840200272e-06,221,0,0,0,0,0,0,0,0,2,12of12inf
DOORSTEPPED,22469,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DOORSTEPPING,22470,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
DOORSTEPS,22471,137,5.1928437000690145e-09,3.3441912327033587e-09,6.192388671240109e-07,107,0,0,0,0,0,0,0,0,2,12of12inf
DOORSTOP,22472,73,2.7669897087958983e-09,8.51304510580653e-09,2.254964273672826e-06,42,0,0,0,0,0,0,0,0,2,12of12inf
DOORSTOPS,22473,91,3.449261143841462e-09,2.1667739503264443e-09,4.291670128623265e-07,69,0,0,0,0,0,0,0,0,2,12of12inf
DOORWAY,22474,610,2.3121420854321888e-08,1.9081969584678294e-08,3.3918539053951037e-06,424,0,0,0,0,0,0,0,0,2,12of12inf
DOORWAYS,22475,2907,1.1018683675985857e-07,5.635050028462506e-08,4.955265608573985e-06,2093,0,0,0,0,0,0,0,0,2,12of12inf
DOORYARD,22476,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DOORYARDS,22477,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DOPA,22478,1867,7.076670940167044e-08,3.025015639950585e-08,2.8327167325241907e-06,356,0,0,0,0,0,0,0,0,2,12of12inf
DOPAMINE,22479,5908,2.2393664656939954e-07,1.2995279897121595e-07,6.887841507776585e-06,1472,0,0,0,0,0,0,0,0,3,10K_2012
DOPAS,22480,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DOPE,22481,324,1.2280885830820152e-08,7.254988521973218e-09,1.784338325735836e-06,205,0,0,0,0,0,0,0,0,1,12of12inf
DOPED,22482,1233,4.6735593300621133e-08,3.609376271510076e-08,2.344468684599921e-06,629,0,0,0,0,0,0,0,0,1,12of12inf
DOPER,22483,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DOPERS,22484,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DOPES,22485,7,2.653277802954971e-10,4.80930846598584e-10,4.810478667824548e-07,7,0,0,0,0,0,0,0,0,2,12of12inf
DOPEY,22486,3,1.1371190584092733e-10,5.1410009933594806e-11,3.4890852621572156e-08,3,0,0,0,0,0,0,0,0,2,12of12inf
DOPIER,22487,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DOPIEST,22488,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DOPINESS,22489,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
DOPINESSES,22490,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
DOPING,22491,768,2.9110247895277396e-08,3.142453757293273e-08,3.036918496607822e-06,445,0,0,0,0,0,0,0,0,2,12of12inf
DOPINGS,22492,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DOPY,22493,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DORIES,22494,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DORK,22495,15,5.685595292046366e-10,2.6208535756762245e-10,1.0358257634912854e-07,15,0,0,0,0,0,0,0,0,1,12of12inf
DORKIER,22496,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DORKIEST,22497,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DORKS,22498,122,4.624284170864378e-09,4.1927308771949665e-09,1.8583008396623794e-06,9,0,0,0,0,0,0,0,0,1,12of12inf
DORKY,22499,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DORM,22500,1223,4.6356553614484706e-08,7.103853454984958e-08,1.4351460534795704e-05,406,0,0,0,0,0,0,0,0,1,12of12inf
DORMANCIES,22501,38,1.4403508073184128e-09,6.529391840334909e-10,1.4625354609667529e-07,30,0,0,0,0,0,0,0,0,3,12of12inf
DORMANCY,22502,1975,7.486033801194382e-08,1.0139480961867699e-07,6.320278343100778e-06,1176,0,0,0,0,0,0,0,0,3,12of12inf
DORMANT,22503,41345,1.5671395823310467e-06,3.2375364904492522e-06,4.1775769645647844e-05,23142,0,0,0,0,0,0,0,0,2,12of12inf
DORMER,22504,209,7.92192944025127e-09,1.3394126861392542e-08,2.4799758758426574e-06,90,0,0,0,0,0,0,0,0,2,12of12inf
DORMERS,22505,50,1.895198430682122e-09,1.3369364025610693e-09,2.96554312455538e-07,37,0,0,0,0,0,0,0,0,2,12of12inf
DORMICE,22506,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DORMITORIES,22507,2894,1.0969408516788122e-07,1.0032165616353292e-07,4.5241874707403435e-06,1824,0,0,0,0,0,0,0,0,4,12of12inf
DORMITORY,22508,4395,1.6658794205695853e-07,1.5987434463506708e-07,6.792494867072523e-06,2053,0,0,0,0,0,0,0,0,4,12of12inf
DORMOUSE,22509,3,1.1371190584092733e-10,5.7667434318755954e-11,4.850490914591413e-08,2,0,0,0,0,0,0,0,0,2,12of12inf
DORMS,22510,99,3.752492892750602e-09,2.7119325670217972e-09,4.088347777775219e-07,92,0,0,0,0,0,0,0,0,1,12of12inf
DORSAL,22511,1002,3.7979776550869725e-08,2.6265859139266123e-08,3.2058717558094753e-06,452,0,0,0,0,0,0,0,0,2,12of12inf
DORSALLY,22512,5,1.895198430682122e-10,6.860269965294506e-11,3.712730550689942e-08,5,0,0,0,0,0,0,0,0,3,12of12inf
DORY,22513,732,2.7745705025186268e-08,4.073412516710146e-08,7.290205622470864e-06,212,0,0,0,0,0,0,0,0,2,12of12inf
DOS,22514,20745,7.863178288900124e-07,8.070644465490268e-07,2.4269941831714307e-05,6430,0,0,0,0,0,0,0,0,1,12of12inf
DOSAGE,22515,89415,3.389183353588839e-06,1.895657859451072e-06,2.2348465830728e-05,25200,0,0,0,0,0,0,0,0,2,12of12inf
DOSAGES,22516,12955,4.910459133897378e-07,2.891649433941082e-07,6.027364265034109e-06,8599,0,0,0,0,0,0,0,0,3,12of12inf
DOSE,22517,324996,1.231863818355934e-05,7.023200067283653e-06,6.679750508235591e-05,39455,0,0,0,0,0,0,0,0,1,12of12inf
DOSED,22518,26515,1.0050237277907293e-06,5.436209036757993e-07,9.200004330490881e-06,10098,0,0,0,0,0,0,0,0,1,12of12inf
DOSES,22519,99790,3.782437027955379e-06,2.147615388035428e-06,2.8062815551627228e-05,25701,0,0,0,0,0,0,0,0,2,12of12inf
DOSIMETER,22520,317,1.2015558050524655e-08,6.496575012355153e-09,1.1344825925914501e-06,101,0,0,0,0,0,0,0,0,4,12of12inf
DOSIMETERS,22521,241,9.134856435887829e-09,7.738109937970564e-09,1.016068076949324e-06,109,0,0,0,0,0,0,0,0,4,12of12inf
DOSING,22522,117828,4.466148813808262e-06,2.384336413483844e-06,2.4995575953881773e-05,27900,0,0,0,0,0,0,0,0,2,12of12inf
DOSSIER,22523,9661,3.661902407763996e-07,1.6857351648932165e-07,5.63274344779696e-06,4885,0,0,0,0,0,0,0,0,3,12of12inf
DOSSIERS,22524,3040,1.1522806458547302e-07,5.400898701868514e-08,2.365480760797266e-06,2091,0,0,0,0,0,0,0,0,2,12of12inf
DOST,22525,62,2.3500460540458315e-09,6.706991068072564e-10,2.365927716735346e-07,23,0,0,0,0,0,0,0,0,1,12of12inf
DOT,22526,76952,2.9167861927570133e-06,2.2366879607944962e-06,4.50024923572106e-05,15980,0,0,0,0,0,0,0,0,1,12of12inf
DOTAGE,22527,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DOTAGES,22528,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
DOTARD,22529,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DOTARDS,22530,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DOTCOM,22531,2048,7.762732772073972e-08,1.8272336955195023e-07,2.1329363159515608e-05,505,0,0,0,0,0,0,0,0,2,10K_2018
DOTE,22532,23,8.717912781137762e-10,6.072719181156528e-10,2.42608734388711e-07,20,0,0,0,0,0,0,0,0,1,12of12inf
DOTED,22533,4,1.5161587445456976e-10,1.709686894881559e-11,1.0624052161527727e-08,4,0,0,0,0,0,0,0,0,2,12of12inf
DOTER,22534,1,3.790396861364244e-11,9.885695924945717e-12,1.105035542611955e-08,1,0,0,0,0,0,0,0,0,2,12of12inf
DOTERS,22535,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DOTES,22536,2,7.580793722728488e-11,5.532802015457952e-11,5.1730790748149257e-08,2,0,0,0,0,0,0,0,0,1,12of12inf
DOTH,22537,512,1.940683193018493e-08,6.4987010842378615e-09,1.0443512685870647e-06,257,0,0,0,0,0,0,0,0,1,12of12inf
DOTING,22538,4,1.5161587445456976e-10,4.2064713695887735e-11,2.5701726181524034e-08,4,0,0,0,0,0,0,0,0,2,12of12inf
DOTINGLY,22539,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
DOTS,22540,4835,1.832656882469612e-07,1.5987596082331855e-07,1.1313768798200126e-05,1424,0,0,0,0,0,0,0,0,1,12of12inf
DOTTED,22541,970,3.676684955523317e-08,2.2457325927030896e-08,2.276484863704922e-06,583,0,0,0,0,0,0,0,0,2,12of12inf
DOTTIER,22542,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DOTTIEST,22543,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DOTTING,22544,28,1.0613111211819883e-09,8.820751824998591e-10,2.4201576176944756e-07,28,0,0,0,0,0,0,0,0,2,12of12inf
DOTTY,22545,34,1.288734932863843e-09,4.4010706678274307e-10,1.4381958056302324e-07,14,0,0,0,0,0,0,0,0,2,12of12inf
DOUBLE,22546,268719,1.0185516541889384e-05,8.415829220405374e-06,6.10438624714642e-05,111484,0,0,0,0,0,0,0,0,2,12of12inf
DOUBLED,22547,24743,9.37857895407355e-07,1.2441795924038907e-06,1.7449396441611166e-05,19718,0,0,0,0,0,0,0,0,1,12of12inf
DOUBLEHEADER,22548,18,6.822714350455639e-10,2.4381314481242796e-10,1.4471285348492232e-07,7,0,0,0,0,0,0,0,0,4,12of12inf
DOUBLEHEADERS,22549,2,7.580793722728488e-11,2.0980071172868557e-11,2.3451787824108645e-08,1,0,0,0,0,0,0,0,0,4,12of12inf
DOUBLES,22550,2845,1.0783679070581275e-07,1.2052391627183708e-07,9.499348159671969e-06,2027,0,0,0,0,0,0,0,0,2,12of12inf
DOUBLESPEAK,22551,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
DOUBLESPEAKS,22552,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
DOUBLET,22553,1069,4.051934244798377e-08,3.026199062756216e-08,4.725441351957909e-06,361,0,0,0,0,0,0,0,0,2,12of12inf
DOUBLETS,22554,97,3.6766849555233167e-09,1.3341048641046043e-09,2.1593689533795553e-07,68,0,0,0,0,0,0,0,0,2,12of12inf
DOUBLING,22555,10915,4.1372181741790726e-07,4.147998556721734e-07,8.89941340236612e-06,7838,0,0,0,0,0,0,0,0,2,12of12inf
DOUBLOON,22556,2,7.580793722728488e-11,2.0425871520892012e-11,2.2832296472374986e-08,1,0,0,0,0,0,0,0,0,2,12of12inf
DOUBLOONS,22557,1,3.790396861364244e-11,1.6189264387495304e-11,1.8096563653936692e-08,1,0,0,0,0,0,0,0,0,2,12of12inf
DOUBLY,22558,176,6.67109847600107e-09,4.089212872884421e-09,6.601184671118605e-07,113,0,0,0,0,0,0,0,0,2,12of12inf
DOUBT,22559,1065762,4.039660939761279e-05,4.8322171273763566e-05,0.00011963368784233635,336915,2009,0,2009,0,0,0,0,0,1,12of12inf
DOUBTED,22560,92,3.4871651124551047e-09,3.85349786554695e-09,6.824671567358443e-07,92,2009,0,2009,0,0,0,0,0,2,12of12inf
DOUBTER,22561,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DOUBTERS,22562,3,1.1371190584092733e-10,1.2270741028831192e-10,8.377030263697694e-08,3,0,0,0,0,0,0,0,0,2,12of12inf
DOUBTFUL,22563,1628530,6.172775000637512e-05,7.909528804399973e-05,0.00017813637491802684,486813,2009,0,2009,0,0,0,0,0,2,12of12inf
DOUBTFULLER,22564,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
DOUBTFULLEST,22565,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
DOUBTFULLY,22566,2,7.580793722728488e-11,1.937173187985732e-10,1.5314231840321852e-07,2,0,0,0,0,0,0,0,0,3,12of12inf
DOUBTFULNESS,22567,39,1.4782547759320551e-09,3.814812762254252e-09,8.430552152951646e-07,38,0,0,0,0,0,0,0,0,3,12of12inf
DOUBTFULNESSES,22568,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
DOUBTING,22569,37,1.4024468387047702e-09,3.507834036157112e-09,7.231023196111583e-07,37,0,0,0,0,0,0,0,0,2,12of12inf
DOUBTINGLY,22570,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
DOUBTLESS,22571,124,4.700092108091663e-09,5.383583045185257e-09,1.3581346662297568e-06,37,0,0,0,0,0,0,0,0,2,12of12inf
DOUBTLESSLY,22572,5,1.895198430682122e-10,9.037441516249237e-11,5.134117607377336e-08,5,0,0,0,0,0,0,0,0,3,12of12inf
DOUBTS,22573,32232,1.2217207163549232e-06,1.8986398110540818e-06,2.0018015556478195e-05,25932,2009,0,2009,0,0,0,0,0,1,12of12inf
DOUCHE,22574,81,3.070221457705038e-09,3.660612073883631e-09,9.896409178501817e-07,29,0,0,0,0,0,0,0,0,1,12of12inf
DOUCHED,22575,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,12of12inf
DOUCHES,22576,17,6.443674664319215e-10,6.862690954621483e-10,2.199169089217822e-07,17,0,0,0,0,0,0,0,0,2,12of12inf
DOUCHING,22577,30,1.1371190584092732e-09,1.1728711847195917e-09,5.817984300736507e-07,9,0,0,0,0,0,0,0,0,2,12of12inf
DOUGH,22578,13476,5.107938810374455e-07,5.474252034027017e-07,2.939129570907462e-05,2204,0,0,0,0,0,0,0,0,1,12of12inf
DOUGHIER,22579,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DOUGHIEST,22580,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DOUGHNUT,22581,4206,1.594240919889801e-07,9.639573630634617e-08,1.1886472517139978e-05,410,0,0,0,0,0,0,0,0,2,12of12inf
DOUGHNUTS,22582,1839,6.970539828048845e-08,3.7411976939551375e-08,4.7805546729121625e-06,321,0,0,0,0,0,0,0,0,2,12of12inf
DOUGHS,22583,250,9.475992153410611e-09,1.4004997514033095e-08,1.7485559623661791e-06,136,0,0,0,0,0,0,0,0,1,12of12inf
DOUGHTIER,22584,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DOUGHTIEST,22585,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DOUGHTY,22586,954,3.616038605741489e-08,3.809822170062861e-08,1.1041247359599954e-05,181,0,0,0,0,0,0,0,0,2,12of12inf
DOUGHY,22587,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DOUR,22588,49,1.8572944620684796e-09,1.4307488474589525e-09,3.1740199232549004e-07,49,0,0,0,0,0,0,0,0,1,12of12inf
DOURER,22589,2,7.580793722728488e-11,1.6305864429486272e-11,1.8226900649579995e-08,1,0,0,0,0,0,0,0,0,2,12of12inf
DOUREST,22590,1,3.790396861364244e-11,1.146502807815816e-11,1.281575280040628e-08,1,0,0,0,0,0,0,0,0,2,12of12inf
DOURLY,22591,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DOURNESS,22592,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DOURNESSES,22593,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
DOUSE,22594,7,2.653277802954971e-10,2.1757341211016682e-10,1.113742831397479e-07,6,0,0,0,0,0,0,0,0,1,12of12inf
DOUSED,22595,3,1.1371190584092733e-10,6.750329478439386e-11,4.4132801965486794e-08,3,0,0,0,0,0,0,0,0,1,12of12inf
DOUSES,22596,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DOUSING,22597,18,6.822714350455639e-10,1.1922988858256394e-09,4.03722869792985e-07,16,0,0,0,0,0,0,0,0,2,12of12inf
DOVE,22598,8577,3.2510233879921124e-07,5.113589271093876e-07,2.520967427860662e-05,2295,0,0,0,0,0,0,0,0,1,12of12inf
DOVECOTE,22599,17,6.443674664319215e-10,5.220139009988163e-10,1.718591062127222e-07,16,0,0,0,0,0,0,0,0,2,12of12inf
DOVECOTES,22600,2,7.580793722728488e-11,1.3783822207223837e-11,1.5407730085638808e-08,1,0,0,0,0,0,0,0,0,3,12of12inf
DOVES,22601,23,8.717912781137762e-10,4.919591312836975e-10,1.8922862039733988e-07,20,0,0,0,0,0,0,0,0,1,12of12inf
DOVETAIL,22602,568,2.1529454172548906e-08,1.639965935987772e-08,1.6174949150612352e-06,366,0,0,0,0,0,0,0,0,2,12of12inf
DOVETAILED,22603,140,5.306555605909942e-09,2.448325619683713e-09,7.047882030332618e-07,28,0,0,0,0,0,0,0,0,2,12of12inf
DOVETAILING,22604,16,6.064634978182791e-10,2.643469829873951e-10,9.741991906353678e-08,13,0,0,0,0,0,0,0,0,4,12of12inf
DOVETAILS,22605,76,2.8807016146368256e-09,3.637901491887528e-09,8.434026695454219e-07,63,0,0,0,0,0,0,0,0,3,12of12inf
DOVISH,22606,1398,5.298974812187213e-08,6.442165786622831e-08,3.589139292081356e-06,701,0,0,0,0,0,0,0,0,2,12of12inf
DOWAGER,22607,16,6.064634978182791e-10,4.814682345080215e-10,1.4731297342289806e-07,16,0,0,0,0,0,0,0,0,3,12of12inf
DOWAGERS,22608,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
DOWDIER,22609,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DOWDIEST,22610,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DOWDILY,22611,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
DOWDINESS,22612,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
DOWDINESSES,22613,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
DOWDY,22614,779,2.9527191550027463e-08,2.387708350766853e-08,2.8343111038369057e-06,226,0,0,0,0,0,0,0,0,2,12of12inf
DOWEL,22615,615,2.33109406973901e-08,2.1065903557963823e-08,2.9761428324642343e-06,213,0,0,0,0,0,0,0,0,2,12of12inf
DOWELED,22616,18,6.822714350455639e-10,1.653383751577766e-10,5.3814544719903773e-08,14,0,0,0,0,0,0,0,0,2,12of12inf
DOWELING,22617,11,4.1694365475006687e-10,2.6256813139949287e-10,1.420049015452488e-07,8,0,0,0,0,0,0,0,0,3,12of12inf
DOWELLED,22618,32,1.2129269956365581e-09,7.432083204790679e-10,1.5986283432813182e-07,32,0,0,0,0,0,0,0,0,2,12of12inf
DOWELLING,22619,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
DOWELS,22620,293,1.1105862803797235e-08,9.609293179001722e-09,1.5980602338555912e-06,187,0,0,0,0,0,0,0,0,2,12of12inf
DOWER,22621,980,3.714588924136959e-08,1.2231525124634483e-08,1.1063825093010655e-06,419,0,0,0,0,0,0,0,0,2,12of12inf
DOWERED,22622,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DOWERING,22623,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
DOWERS,22624,150,5.685595292046366e-09,1.2929797833022346e-08,4.268415584269088e-06,40,0,0,0,0,0,0,0,0,2,12of12inf
DOWN,22625,2445615,9.269851420105316e-05,0.00010378251533031285,0.00023998361797443932,615440,0,0,0,0,0,0,0,0,1,12of12inf
DOWNBEAT,22626,70,2.653277802954971e-09,3.022454212559271e-09,5.205882091392709e-07,60,0,0,0,0,0,0,0,0,2,12of12inf
DOWNBEATS,22627,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DOWNCAST,22628,13,4.927515919773517e-10,2.949514091984991e-10,1.66439490126734e-07,7,0,0,0,0,0,0,0,0,2,12of12inf
DOWNCYCLE,22629,296,1.1219574709638162e-08,1.041301414538054e-08,1.2312662538692356e-06,183,0,0,0,0,0,0,0,0,3,10K_2018
DOWNCYCLES,22630,69,2.6153738343413285e-09,1.6421696921545549e-09,3.338166364683076e-07,51,0,0,0,0,0,0,0,0,3,10K_2018
DOWNDRAFT,22631,529,2.005119939661685e-08,2.2093605034185008e-08,4.2521107916486004e-06,104,0,0,0,0,0,0,0,0,2,12of12inf
DOWNDRAFTS,22632,58,2.1984301795912617e-09,2.363367217338477e-09,5.874287958604605e-07,42,0,0,0,0,0,0,0,0,2,12of12inf
DOWNED,22633,1594,6.041892597014605e-08,2.82541948407563e-08,1.6923371523309321e-06,1158,0,0,0,0,0,0,0,0,1,12of12inf
DOWNER,22634,599,2.2704477199571824e-08,2.6998297559136696e-08,5.1133447156186325e-06,290,0,0,0,0,0,0,0,0,2,12of12inf
DOWNERS,22635,7152,2.7108918352477077e-07,3.1696815609900766e-07,1.8878685541215976e-05,2726,0,0,0,0,0,0,0,0,2,12of12inf
DOWNFALL,22636,111,4.207340516114311e-09,3.844474402935146e-09,5.517112192110655e-07,103,0,0,0,0,0,0,0,0,2,12of12inf
DOWNFALLEN,22637,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
DOWNFALLS,22638,31,1.1750230270229158e-09,2.1728528718598682e-09,5.184178733084495e-07,31,0,0,0,0,0,0,0,0,2,12of12inf
DOWNGRADE,22639,185128,7.017085901506398e-06,3.3354645006155364e-06,2.2052425073807565e-05,73357,2009,0,0,0,0,0,0,0,2,12of12inf
DOWNGRADED,22640,85340,3.234724681488246e-06,1.905998352602957e-06,1.872780620974407e-05,39580,2009,0,0,0,0,0,0,0,3,12of12inf
DOWNGRADES,22641,96030,3.6399181059680837e-06,2.102859755746718e-06,1.5783683994151917e-05,51118,2009,0,0,0,0,0,0,0,2,12of12inf
DOWNGRADING,22642,13357,5.062833087724221e-07,2.6267024847898565e-07,4.80713285617726e-06,7939,2009,0,0,0,0,0,0,0,3,12of12inf
DOWNHEARTED,22643,1,3.790396861364244e-11,1.4869963118407878e-11,1.6621832077299946e-08,1,0,0,0,0,0,0,0,0,3,12of12inf
DOWNHEARTEDLY,22644,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
DOWNHEARTEDNESS,22645,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
DOWNHEARTEDNESSES,22646,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf
DOWNHILL,22647,855,3.240789316466429e-08,2.5041674170864636e-08,2.274444747879542e-06,439,0,0,0,0,0,0,0,0,2,12of12inf
DOWNHILLS,22648,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DOWNHOLE,22649,17453,6.615379642139016e-07,6.150105932666151e-07,2.126057586870864e-05,5246,0,0,0,0,0,0,0,0,2,10K_2008
DOWNIER,22650,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DOWNIEST,22651,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
DOWNING,22652,3116,1.1810876620010985e-07,1.6018104364085737e-07,1.3838076854777649e-05,1015,0,0,0,0,0,0,0,0,2,12of12inf
DOWNISH,22653,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,10K_2018
DOWNLINE,22654,4357,1.651475912496401e-07,1.600640808303033e-07,9.033697554279023e-06,981,0,0,0,0,0,0,0,0,2,10K_2008
DOWNLINK,22655,3358,1.272815266046113e-07,9.628804273209193e-08,8.70208059058146e-06,1355,0,0,0,0,0,0,0,0,2,10K_2010
DOWNLINKS,22656,489,1.8535040652071155e-08,9.835415128883456e-09,9.235630996667419e-07,309,0,0,0,0,0,0,0,0,2,10K_2010
DOWNLOAD,22657,58689,2.2245460139660614e-06,2.699325396518655e-06,3.333655139403e-05,26541,0,0,0,0,0,0,0,0,2,12of12inf
DOWNLOADABLE,22658,10107,3.8309541077808416e-07,3.3886363430425276e-07,1.0384410718178701e-05,4492,0,0,0,0,0,0,0,0,4,10K_2008
DOWNLOADED,22659,15859,6.011190382437555e-07,5.222393081847077e-07,8.904382086820082e-06,10356,0,0,0,0,0,0,0,0,3,12of12inf
DOWNLOADING,22660,11005,4.171331745931351e-07,3.752388493371914e-07,8.876208670324692e-06,7036,0,0,0,0,0,0,0,0,3,12of12inf
DOWNLOADS,22661,20792,7.880993154148536e-07,6.613528005440974e-07,1.4301907097500794e-05,8730,0,0,0,0,0,0,0,0,2,12of12inf
DOWNPAYMENT,22662,4010,1.5199491414070619e-07,1.386688084029016e-07,8.655057083838998e-06,1341,0,0,0,0,0,0,0,0,3,10K_2010
DOWNPAYMENTS,22663,700,2.653277802954971e-08,3.849935719679407e-08,2.8991327546274654e-06,435,0,0,0,0,0,0,0,0,3,10K_2010
DOWNPLAY,22664,118,4.472668296409808e-09,4.489508419590712e-09,9.016060775667084e-07,88,0,0,0,0,0,0,0,0,2,12of12inf
DOWNPLAYED,22665,272,1.0309879462910744e-08,1.042139402305116e-08,1.1570059444361661e-06,191,0,0,0,0,0,0,0,0,2,12of12inf
